Total_Transactions,Average_Value_Score,Market_Concentration,Buyer_States,Seller_States
389,0.018753082437119335,0.2776349614395887,"{'EVALUATING': 5, 'NOT_INTERESTED': 15, 'SATISFIED': 5, 'BUDGETING': 2, 'DELIVERED': 1, 'DISSATISFIED': 2}","{'PROSPECTING': 4, 'PROPOSING': 2, 'MAINTAINING': 3, 'QUALIFYING': 1}"
419,0.01741037963732559,0.29832935560859186,"{'EVALUATING': 5, 'NOT_INTERESTED': 15, 'SATISFIED': 5, 'DISSATISFIED': 3, 'DECIDING': 1, 'BUDGETING': 1}","{'QUALIFYING': 3, 'PROSPECTING': 4, 'NEGOTIATING': 1, 'MAINTAINING': 1, 'PROPOSING': 1}"
449,0.016585152467709363,0.34075723830734966,"{'NOT_INTERESTED': 14, 'SATISFIED': 6, 'EVALUATING': 6, 'BUDGETING': 1, 'DECIDING': 1, 'DISSATISFIED': 2}","{'QUALIFYING': 3, 'PROPOSING': 2, 'PROSPECTING': 4, 'NEGOTIATING': 1}"
479,0.01592967854221117,0.31941544885177453,"{'NOT_INTERESTED': 11, 'SATISFIED': 6, 'BUDGETING': 3, 'EVALUATING': 6, 'DECIDING': 1, 'GO_NOGO': 1, 'DISSATISFIED': 2}","{'QUALIFYING': 4, 'CLOSING': 3, 'PROSPECTING': 3}"
509,0.01519146867465521,0.3005893909626719,"{'NOT_INTERESTED': 11, 'EVALUATING': 4, 'SATISFIED': 7, 'BUDGETING': 5, 'GO_NOGO': 1, 'DELIVERED': 1, 'DISSATISFIED': 1}","{'QUALIFYING': 4, 'NEGOTIATING': 1, 'PROSPECTING': 2, 'CLOSING': 1, 'MAINTAINING': 1, 'PROPOSING': 1}"
539,0.014489540262895192,0.28385899814471244,"{'EVALUATING': 9, 'SATISFIED': 8, 'NOT_INTERESTED': 10, 'BUDGETING': 2, 'DISSATISFIED': 1}","{'PROPOSING': 2, 'NEGOTIATING': 1, 'QUALIFYING': 5, 'MAINTAINING': 1, 'PROSPECTING': 1}"
569,0.014255277741269862,0.2688927943760984,"{'NOT_INTERESTED': 12, 'BUDGETING': 3, 'SATISFIED': 7, 'EVALUATING': 5, 'DISSATISFIED': 2, 'DECIDING': 1}","{'CLOSING': 1, 'NEGOTIATING': 2, 'QUALIFYING': 5, 'PROSPECTING': 2}"
599,0.014867410408311611,0.28213689482470783,"{'NOT_INTERESTED': 11, 'DECIDING': 1, 'SATISFIED': 7, 'EVALUATING': 4, 'BUDGETING': 4, 'DISSATISFIED': 2, 'GO_NOGO': 1}","{'NEGOTIATING': 2, 'PROPOSING': 3, 'PROSPECTING': 2, 'CLOSING': 1, 'QUALIFYING': 2}"
629,0.015861027783293184,0.3004769475357711,"{'NOT_INTERESTED': 11, 'DECIDING': 2, 'SATISFIED': 6, 'EVALUATING': 2, 'DISSATISFIED': 3, 'BUDGETING': 5, 'DELIVERED': 1}","{'NEGOTIATING': 2, 'CLOSING': 2, 'QUALIFYING': 1, 'PROPOSING': 3, 'MAINTAINING': 1, 'PROSPECTING': 1}"
659,0.016068705435168515,0.32473444613050073,"{'NOT_INTERESTED': 12, 'EVALUATING': 4, 'DISSATISFIED': 5, 'SATISFIED': 5, 'DECIDING': 2, 'BUDGETING': 2}","{'NEGOTIATING': 4, 'MAINTAINING': 1, 'PROPOSING': 2, 'CLOSING': 1, 'PROSPECTING': 2}"
689,0.015512346081950509,0.35268505079825835,"{'EVALUATING': 9, 'DISSATISFIED': 5, 'SATISFIED': 5, 'NOT_INTERESTED': 9, 'DECIDING': 1, 'GO_NOGO': 1}","{'CLOSING': 1, 'NEGOTIATING': 4, 'MAINTAINING': 1, 'QUALIFYING': 2, 'PROSPECTING': 1, 'PROPOSING': 1}"
719,0.01548919163201397,0.34075104311543813,"{'BUDGETING': 6, 'DISSATISFIED': 5, 'SATISFIED': 5, 'NOT_INTERESTED': 11, 'GO_NOGO': 1, 'EVALUATING': 2}","{'MAINTAINING': 1, 'PROPOSING': 2, 'PROSPECTING': 1, 'QUALIFYING': 2, 'NEGOTIATING': 4}"
749,0.015432405141094539,0.32710280373831774,"{'DECIDING': 6, 'DISSATISFIED': 4, 'SATISFIED': 6, 'NOT_INTERESTED': 8, 'EVALUATING': 3, 'DELIVERED': 1, 'BUDGETING': 2}","{'PROSPECTING': 2, 'NEGOTIATING': 4, 'QUALIFYING': 2, 'PROPOSING': 2}"
779,0.015611538453978911,0.31450577663671375,"{'NOT_INTERESTED': 10, 'EVALUATING': 4, 'DISSATISFIED': 4, 'SATISFIED': 7, 'DECIDING': 3, 'GO_NOGO': 1, 'BUDGETING': 1}","{'PROSPECTING': 2, 'NEGOTIATING': 6, 'QUALIFYING': 2}"
809,0.01565098062227627,0.30284301606922126,"{'NOT_INTERESTED': 9, 'BUDGETING': 2, 'DISSATISFIED': 4, 'SATISFIED': 7, 'EVALUATING': 6, 'DECIDING': 1, 'DELIVERED': 1}","{'PROSPECTING': 2, 'CLOSING': 4, 'QUALIFYING': 1, 'PROPOSING': 2, 'NEGOTIATING': 1}"
839,0.01605052897192026,0.29201430274135876,"{'EVALUATING': 5, 'DECIDING': 1, 'DISSATISFIED': 5, 'NOT_INTERESTED': 8, 'BUDGETING': 3, 'SATISFIED': 7, 'GO_NOGO': 1}","{'QUALIFYING': 2, 'MAINTAINING': 4, 'PROSPECTING': 1, 'CLOSING': 1, 'PROPOSING': 1, 'NEGOTIATING': 1}"
869,0.016518048231000226,0.2819332566168009,"{'NOT_INTERESTED': 7, 'EVALUATING': 8, 'DISSATISFIED': 5, 'SATISFIED': 7, 'BUDGETING': 3}","{'QUALIFYING': 3, 'PROSPECTING': 1, 'MAINTAINING': 3, 'CLOSING': 2, 'NEGOTIATING': 1}"
899,0.01682208866274195,0.2725250278086763,"{'EVALUATING': 7, 'NOT_INTERESTED': 5, 'DISSATISFIED': 5, 'SATISFIED': 7, 'BUDGETING': 6}","{'QUALIFYING': 3, 'PROPOSING': 1, 'PROSPECTING': 1, 'MAINTAINING': 4, 'CLOSING': 1}"
929,0.01726560696008265,0.28632938643702904,"{'BUDGETING': 6, 'NOT_INTERESTED': 6, 'DISSATISFIED': 6, 'SATISFIED': 6, 'DECIDING': 2, 'EVALUATING': 4}","{'PROPOSING': 1, 'QUALIFYING': 3, 'NEGOTIATING': 1, 'PROSPECTING': 2, 'MAINTAINING': 3}"
959,0.017057620801191557,0.30552659019812306,"{'BUDGETING': 6, 'EVALUATING': 3, 'DISSATISFIED': 8, 'NOT_INTERESTED': 7, 'SATISFIED': 4, 'DECIDING': 2}","{'PROPOSING': 3, 'QUALIFYING': 2, 'PROSPECTING': 4, 'MAINTAINING': 1}"
989,0.017778622331231498,0.3154701718907988,"{'EVALUATING': 5, 'NOT_INTERESTED': 6, 'DISSATISFIED': 7, 'BUDGETING': 3, 'SATISFIED': 5, 'DECIDING': 3, 'GO_NOGO': 1}","{'PROPOSING': 3, 'NEGOTIATING': 1, 'QUALIFYING': 3, 'PROSPECTING': 3}"
1019,0.01768796444740471,0.310107948969578,"{'NOT_INTERESTED': 6, 'EVALUATING': 6, 'DISSATISFIED': 7, 'SATISFIED': 5, 'GO_NOGO': 2, 'DECIDING': 2, 'BUDGETING': 2}","{'QUALIFYING': 5, 'CLOSING': 1, 'PROPOSING': 3, 'PROSPECTING': 1}"
1049,0.017669220224629658,0.30123927550047663,"{'NOT_INTERESTED': 12, 'EVALUATING': 1, 'DISSATISFIED': 6, 'SATISFIED': 6, 'DELIVERED': 1, 'BUDGETING': 3, 'GO_NOGO': 1}","{'QUALIFYING': 3, 'MAINTAINING': 1, 'NEGOTIATING': 1, 'PROPOSING': 4, 'PROSPECTING': 1}"
1079,0.017880196625159932,0.29935125115848005,"{'NOT_INTERESTED': 10, 'BUDGETING': 1, 'DISSATISFIED': 6, 'EVALUATING': 4, 'SATISFIED': 7, 'DECIDING': 1, 'DELIVERED': 1}","{'PROPOSING': 1, 'MAINTAINING': 1, 'CLOSING': 2, 'NEGOTIATING': 3, 'PROSPECTING': 1, 'QUALIFYING': 2}"
1109,0.0180961965301487,0.3128944995491434,"{'NOT_INTERESTED': 9, 'DISSATISFIED': 6, 'EVALUATING': 6, 'SATISFIED': 8, 'GO_NOGO': 1}","{'NEGOTIATING': 2, 'MAINTAINING': 3, 'PROPOSING': 2, 'QUALIFYING': 3}"
1139,0.01819914238590302,0.32660228270412645,"{'NOT_INTERESTED': 8, 'EVALUATING': 3, 'DISSATISFIED': 7, 'BUDGETING': 4, 'SATISFIED': 7, 'DELIVERED': 1}","{'CLOSING': 2, 'PROSPECTING': 2, 'MAINTAINING': 1, 'QUALIFYING': 4, 'NEGOTIATING': 1}"
1169,0.01795805850520405,0.3421727972626176,"{'NOT_INTERESTED': 7, 'BUDGETING': 3, 'DISSATISFIED': 8, 'EVALUATING': 4, 'SATISFIED': 7, 'DECIDING': 1}","{'CLOSING': 1, 'PROSPECTING': 2, 'QUALIFYING': 3, 'MAINTAINING': 1, 'PROPOSING': 3}"
1199,0.017607912973523154,0.3419516263552961,"{'EVALUATING': 4, 'NOT_INTERESTED': 6, 'DISSATISFIED': 6, 'BUDGETING': 2, 'DECIDING': 3, 'SATISFIED': 9}","{'MAINTAINING': 2, 'PROSPECTING': 2, 'QUALIFYING': 3, 'CLOSING': 1, 'PROPOSING': 2}"
1229,0.017467798439656308,0.3336045565500407,"{'BUDGETING': 4, 'EVALUATING': 2, 'DISSATISFIED': 4, 'SATISFIED': 11, 'NOT_INTERESTED': 8, 'DECIDING': 1}","{'PROSPECTING': 3, 'PROPOSING': 2, 'QUALIFYING': 2, 'MAINTAINING': 2, 'CLOSING': 1}"
1259,0.01767347113969873,0.3256552819698173,"{'NOT_INTERESTED': 9, 'EVALUATING': 1, 'DISSATISFIED': 5, 'DECIDING': 3, 'GO_NOGO': 1, 'SATISFIED': 10, 'BUDGETING': 1}","{'QUALIFYING': 2, 'PROSPECTING': 3, 'PROPOSING': 3, 'MAINTAINING': 2}"
1289,0.01784815998649536,0.32040341349883633,"{'NOT_INTERESTED': 9, 'SATISFIED': 8, 'DISSATISFIED': 7, 'GO_NOGO': 1, 'EVALUATING': 3, 'DELIVERED': 1, 'DECIDING': 1}","{'PROPOSING': 1, 'PROSPECTING': 4, 'NEGOTIATING': 2, 'QUALIFYING': 1, 'MAINTAINING': 1, 'CLOSING': 1}"
1319,0.017442212450790386,0.33586050037907506,"{'EVALUATING': 4, 'NOT_INTERESTED': 7, 'DISSATISFIED': 8, 'SATISFIED': 8, 'DELIVERED': 1, 'BUDGETING': 1, 'DECIDING': 1}","{'CLOSING': 2, 'PROSPECTING': 5, 'QUALIFYING': 1, 'NEGOTIATING': 1, 'PROPOSING': 1}"
1349,0.017179785769170973,0.33432171979243885,"{'BUDGETING': 2, 'NOT_INTERESTED': 7, 'DISSATISFIED': 6, 'SATISFIED': 11, 'DECIDING': 2, 'EVALUATING': 2}","{'MAINTAINING': 2, 'QUALIFYING': 3, 'PROSPECTING': 3, 'NEGOTIATING': 2}"
1379,0.016921698904094336,0.32704858593183467,"{'BUDGETING': 3, 'NOT_INTERESTED': 5, 'DISSATISFIED': 6, 'SATISFIED': 11, 'EVALUATING': 4, 'DECIDING': 1}","{'PROSPECTING': 3, 'QUALIFYING': 3, 'MAINTAINING': 1, 'PROPOSING': 1, 'CLOSING': 2}"
1409,0.01656140723118956,0.32008516678495386,"{'DECIDING': 2, 'NOT_INTERESTED': 4, 'DISSATISFIED': 7, 'SATISFIED': 10, 'BUDGETING': 5, 'GO_NOGO': 1, 'EVALUATING': 1}","{'PROSPECTING': 3, 'QUALIFYING': 4, 'CLOSING': 1, 'MAINTAINING': 1, 'NEGOTIATING': 1}"
1439,0.016216138143673446,0.3134120917303683,"{'DECIDING': 2, 'NOT_INTERESTED': 2, 'DISSATISFIED': 8, 'SATISFIED': 9, 'EVALUATING': 7, 'DELIVERED': 1, 'BUDGETING': 1}","{'QUALIFYING': 5, 'MAINTAINING': 2, 'PROPOSING': 2, 'PROSPECTING': 1}"
1469,0.01588497126531388,0.30701157249829814,"{'GO_NOGO': 1, 'EVALUATING': 2, 'DISSATISFIED': 5, 'SATISFIED': 13, 'BUDGETING': 5, 'DECIDING': 1, 'NOT_INTERESTED': 3}","{'QUALIFYING': 4, 'PROSPECTING': 3, 'PROPOSING': 2, 'CLOSING': 1}"
