Total_Transactions,Average_Value_Score,Market_Concentration,Buyer_States,Seller_States
0,0,0,"{'NOT_INTERESTED': 15, 'EVALUATING': 6, 'GO_NOGO': 1, 'BUDGETING': 1, 'DELIVERED': 1, 'DECIDING': 5, 'SATISFIED': 1}","{'PROPOSING': 2, 'CLOSING': 2, 'NEGOTIATING': 4, 'PROSPECTING': 2}"
0,0,0,"{'EVALUATING': 7, 'NOT_INTERESTED': 11, 'DELIVERED': 1, 'BUDGETING': 4, 'SATISFIED': 2, 'DECIDING': 3, 'GO_NOGO': 2}","{'PROPOSING': 3, 'MAINTAINING': 2, 'CLOSING': 2, 'QUALIFYING': 1, 'PROSPECTING': 1, 'NEGOTIATING': 1}"
0,0,0,"{'NOT_INTERESTED': 13, 'EVALUATING': 5, 'SATISFIED': 2, 'BUDGETING': 3, 'DECIDING': 4, 'DELIVERED': 2, 'DISSATISFIED': 1}","{'NEGOTIATING': 3, 'PROSPECTING': 3, 'MAINTAINING': 1, 'QUALIFYING': 1, 'CLOSING': 1, 'PROPOSING': 1}"
0,0,0,"{'EVALUATING': 5, 'NOT_INTERESTED': 12, 'BUDGETING': 6, 'SATISFIED': 2, 'DISSATISFIED': 3, 'DECIDING': 1, 'GO_NOGO': 1}","{'CLOSING': 2, 'QUALIFYING': 3, 'PROSPECTING': 2, 'NEGOTIATING': 2, 'MAINTAINING': 1}"
0,0,0,"{'EVALUATING': 10, 'NOT_INTERESTED': 8, 'BUDGETING': 4, 'SATISFIED': 2, 'DISSATISFIED': 3, 'GO_NOGO': 1, 'DECIDING': 2}","{'MAINTAINING': 2, 'QUALIFYING': 3, 'PROPOSING': 1, 'CLOSING': 1, 'PROSPECTING': 2, 'NEGOTIATING': 1}"
0,0,0,"{'BUDGETING': 5, 'NOT_INTERESTED': 7, 'EVALUATING': 11, 'SATISFIED': 3, 'DISSATISFIED': 2, 'DELIVERED': 1, 'DECIDING': 1}","{'PROSPECTING': 3, 'PROPOSING': 3, 'QUALIFYING': 3, 'CLOSING': 1}"
0,0,0,"{'NOT_INTERESTED': 11, 'EVALUATING': 4, 'BUDGETING': 6, 'SATISFIED': 4, 'DECIDING': 3, 'DISSATISFIED': 2}","{'QUALIFYING': 5, 'NEGOTIATING': 3, 'PROPOSING': 1, 'CLOSING': 1}"
0,0,0,"{'NOT_INTERESTED': 12, 'SATISFIED': 2, 'EVALUATING': 4, 'BUDGETING': 4, 'DISSATISFIED': 4, 'DECIDING': 3, 'GO_NOGO': 1}","{'QUALIFYING': 3, 'PROPOSING': 5, 'NEGOTIATING': 1, 'MAINTAINING': 1}"
0,0,0,"{'EVALUATING': 6, 'NOT_INTERESTED': 9, 'SATISFIED': 3, 'BUDGETING': 5, 'DECIDING': 4, 'DISSATISFIED': 3}","{'PROPOSING': 3, 'CLOSING': 2, 'NEGOTIATING': 1, 'MAINTAINING': 1, 'QUALIFYING': 3}"
0,0,0,"{'NOT_INTERESTED': 12, 'BUDGETING': 4, 'SATISFIED': 3, 'EVALUATING': 5, 'DISSATISFIED': 3, 'DECIDING': 3}","{'NEGOTIATING': 3, 'CLOSING': 1, 'PROSPECTING': 1, 'QUALIFYING': 3, 'MAINTAINING': 1, 'PROPOSING': 1}"
0,0,0,"{'EVALUATING': 9, 'NOT_INTERESTED': 9, 'SATISFIED': 3, 'BUDGETING': 5, 'DISSATISFIED': 3, 'GO_NOGO': 1}","{'NEGOTIATING': 3, 'PROPOSING': 2, 'MAINTAINING': 1, 'PROSPECTING': 2, 'QUALIFYING': 2}"
0,0,0,"{'EVALUATING': 6, 'BUDGETING': 8, 'NOT_INTERESTED': 8, 'SATISFIED': 3, 'DECIDING': 2, 'DISSATISFIED': 3}","{'CLOSING': 1, 'PROPOSING': 3, 'NEGOTIATING': 2, 'PROSPECTING': 2, 'QUALIFYING': 2}"
0,0,0,"{'EVALUATING': 8, 'BUDGETING': 6, 'NOT_INTERESTED': 7, 'SATISFIED': 3, 'DECIDING': 3, 'DISSATISFIED': 3}","{'MAINTAINING': 1, 'NEGOTIATING': 3, 'CLOSING': 2, 'QUALIFYING': 3, 'PROSPECTING': 1}"
0,0,0,"{'EVALUATING': 6, 'BUDGETING': 8, 'DECIDING': 4, 'NOT_INTERESTED': 5, 'SATISFIED': 5, 'GO_NOGO': 1, 'DISSATISFIED': 1}","{'PROSPECTING': 2, 'CLOSING': 2, 'MAINTAINING': 1, 'QUALIFYING': 2, 'PROPOSING': 2, 'NEGOTIATING': 1}"
0,0,0,"{'BUDGETING': 6, 'DECIDING': 3, 'NOT_INTERESTED': 9, 'DISSATISFIED': 2, 'DELIVERED': 1, 'SATISFIED': 4, 'EVALUATING': 5}","{'PROSPECTING': 2, 'MAINTAINING': 2, 'QUALIFYING': 3, 'CLOSING': 1, 'PROPOSING': 1, 'NEGOTIATING': 1}"
0,0,0,"{'BUDGETING': 5, 'EVALUATING': 5, 'GO_NOGO': 2, 'NOT_INTERESTED': 10, 'DISSATISFIED': 2, 'SATISFIED': 5, 'DECIDING': 1}","{'QUALIFYING': 3, 'PROSPECTING': 3, 'MAINTAINING': 1, 'PROPOSING': 2, 'NEGOTIATING': 1}"
0,0,0,"{'EVALUATING': 10, 'DELIVERED': 2, 'NOT_INTERESTED': 6, 'SATISFIED': 6, 'BUDGETING': 3, 'DISSATISFIED': 1, 'DECIDING': 2}","{'PROPOSING': 2, 'QUALIFYING': 4, 'PROSPECTING': 2, 'CLOSING': 1, 'NEGOTIATING': 1}"
0,0,0,"{'NOT_INTERESTED': 8, 'BUDGETING': 8, 'SATISFIED': 8, 'EVALUATING': 4, 'DISSATISFIED': 1, 'DECIDING': 1}","{'NEGOTIATING': 3, 'QUALIFYING': 4, 'PROSPECTING': 1, 'PROPOSING': 1, 'MAINTAINING': 1}"
0,0,0,"{'NOT_INTERESTED': 10, 'DECIDING': 2, 'SATISFIED': 6, 'EVALUATING': 4, 'BUDGETING': 5, 'DISSATISFIED': 3}","{'CLOSING': 2, 'QUALIFYING': 3, 'PROPOSING': 3, 'NEGOTIATING': 1, 'PROSPECTING': 1}"
0,0,0,"{'NOT_INTERESTED': 10, 'EVALUATING': 8, 'SATISFIED': 5, 'DISSATISFIED': 4, 'BUDGETING': 3}","{'MAINTAINING': 2, 'PROPOSING': 3, 'CLOSING': 1, 'NEGOTIATING': 2, 'PROSPECTING': 1, 'QUALIFYING': 1}"
0,0,0,"{'NOT_INTERESTED': 11, 'DISSATISFIED': 5, 'SATISFIED': 4, 'BUDGETING': 1, 'EVALUATING': 8, 'DECIDING': 1}","{'PROSPECTING': 2, 'PROPOSING': 2, 'CLOSING': 1, 'NEGOTIATING': 4, 'MAINTAINING': 1}"
0,0,0,"{'NOT_INTERESTED': 9, 'SATISFIED': 5, 'EVALUATING': 7, 'DISSATISFIED': 4, 'BUDGETING': 4, 'GO_NOGO': 1}","{'QUALIFYING': 2, 'PROPOSING': 2, 'CLOSING': 3, 'NEGOTIATING': 2, 'PROSPECTING': 1}"
0,0,0,"{'NOT_INTERESTED': 13, 'EVALUATING': 4, 'SATISFIED': 3, 'DISSATISFIED': 6, 'BUDGETING': 2, 'DECIDING': 1, 'DELIVERED': 1}","{'PROPOSING': 1, 'NEGOTIATING': 3, 'CLOSING': 4, 'QUALIFYING': 1, 'PROSPECTING': 1}"
0,0,0,"{'EVALUATING': 8, 'BUDGETING': 1, 'SATISFIED': 6, 'NOT_INTERESTED': 10, 'DISSATISFIED': 4, 'GO_NOGO': 1}","{'NEGOTIATING': 2, 'PROPOSING': 1, 'MAINTAINING': 3, 'CLOSING': 2, 'QUALIFYING': 2}"
0,0,0,"{'BUDGETING': 3, 'DECIDING': 1, 'SATISFIED': 5, 'NOT_INTERESTED': 10, 'DISSATISFIED': 5, 'EVALUATING': 6}","{'PROPOSING': 2, 'CLOSING': 3, 'PROSPECTING': 2, 'MAINTAINING': 2, 'QUALIFYING': 1}"
0,0,0,"{'NOT_INTERESTED': 10, 'GO_NOGO': 1, 'DISSATISFIED': 7, 'EVALUATING': 4, 'SATISFIED': 3, 'BUDGETING': 5}","{'NEGOTIATING': 3, 'MAINTAINING': 2, 'PROSPECTING': 3, 'QUALIFYING': 2}"
0,0,0,"{'EVALUATING': 11, 'DELIVERED': 1, 'DISSATISFIED': 6, 'SATISFIED': 4, 'NOT_INTERESTED': 6, 'BUDGETING': 2}","{'NEGOTIATING': 2, 'PROSPECTING': 2, 'QUALIFYING': 5, 'CLOSING': 1}"
0,0,0,"{'NOT_INTERESTED': 11, 'SATISFIED': 5, 'DISSATISFIED': 6, 'EVALUATING': 4, 'BUDGETING': 3, 'DECIDING': 1}","{'NEGOTIATING': 2, 'PROSPECTING': 2, 'PROPOSING': 2, 'QUALIFYING': 3, 'CLOSING': 1}"
0,0,0,"{'NOT_INTERESTED': 6, 'SATISFIED': 6, 'DISSATISFIED': 5, 'EVALUATING': 8, 'BUDGETING': 4, 'DECIDING': 1}","{'CLOSING': 1, 'PROSPECTING': 1, 'PROPOSING': 3, 'NEGOTIATING': 2, 'QUALIFYING': 2, 'MAINTAINING': 1}"
0,0,0,"{'EVALUATING': 6, 'SATISFIED': 7, 'DISSATISFIED': 4, 'NOT_INTERESTED': 7, 'DECIDING': 3, 'BUDGETING': 3}","{'MAINTAINING': 1, 'PROSPECTING': 2, 'CLOSING': 3, 'NEGOTIATING': 2, 'PROPOSING': 1, 'QUALIFYING': 1}"
0,0,0,"{'EVALUATING': 4, 'SATISFIED': 6, 'DISSATISFIED': 5, 'NOT_INTERESTED': 9, 'BUDGETING': 5, 'GO_NOGO': 1}","{'PROSPECTING': 1, 'QUALIFYING': 3, 'MAINTAINING': 3, 'CLOSING': 1, 'PROPOSING': 1, 'NEGOTIATING': 1}"
0,0,0,"{'EVALUATING': 4, 'SATISFIED': 6, 'DISSATISFIED': 5, 'NOT_INTERESTED': 10, 'BUDGETING': 3, 'DECIDING': 1, 'DELIVERED': 1}","{'PROSPECTING': 4, 'QUALIFYING': 2, 'MAINTAINING': 1, 'CLOSING': 1, 'PROPOSING': 2}"
0,0,0,"{'EVALUATING': 7, 'SATISFIED': 7, 'DISSATISFIED': 5, 'NOT_INTERESTED': 8, 'DECIDING': 1, 'BUDGETING': 2}","{'QUALIFYING': 3, 'PROPOSING': 2, 'PROSPECTING': 2, 'MAINTAINING': 1, 'NEGOTIATING': 2}"
0,0,0,"{'BUDGETING': 3, 'SATISFIED': 7, 'DISSATISFIED': 5, 'EVALUATING': 4, 'NOT_INTERESTED': 9, 'DECIDING': 2}","{'PROPOSING': 3, 'QUALIFYING': 3, 'PROSPECTING': 1, 'MAINTAINING': 1, 'NEGOTIATING': 2}"
0,0,0,"{'DECIDING': 1, 'DISSATISFIED': 5, 'BUDGETING': 2, 'SATISFIED': 7, 'NOT_INTERESTED': 6, 'EVALUATING': 8, 'GO_NOGO': 1}","{'NEGOTIATING': 2, 'QUALIFYING': 4, 'PROPOSING': 1, 'PROSPECTING': 1, 'CLOSING': 2}"
0,0,0,"{'DECIDING': 1, 'DISSATISFIED': 4, 'EVALUATING': 7, 'SATISFIED': 8, 'BUDGETING': 5, 'DELIVERED': 1, 'NOT_INTERESTED': 4}","{'CLOSING': 2, 'QUALIFYING': 3, 'NEGOTIATING': 2, 'PROPOSING': 2, 'MAINTAINING': 1}"
0,0,0,"{'DECIDING': 2, 'DISSATISFIED': 6, 'BUDGETING': 5, 'SATISFIED': 7, 'EVALUATING': 4, 'NOT_INTERESTED': 6}","{'MAINTAINING': 2, 'QUALIFYING': 2, 'PROPOSING': 3, 'NEGOTIATING': 1, 'CLOSING': 1, 'PROSPECTING': 1}"
0,0,0,"{'BUDGETING': 5, 'DISSATISFIED': 6, 'NOT_INTERESTED': 7, 'DECIDING': 2, 'SATISFIED': 7, 'EVALUATING': 2, 'GO_NOGO': 1}","{'MAINTAINING': 2, 'QUALIFYING': 5, 'NEGOTIATING': 2, 'PROSPECTING': 1}"
0,0,0,"{'BUDGETING': 4, 'DISSATISFIED': 6, 'NOT_INTERESTED': 9, 'SATISFIED': 7, 'DECIDING': 2, 'EVALUATING': 2}","{'PROSPECTING': 3, 'PROPOSING': 2, 'QUALIFYING': 3, 'CLOSING': 2}"
